Permit Number,Legal Name,Also doing business as,Status,Main Location
1001077,Bothar Inc. (formerly known as Innovative Pipeline Crossings Inc),Bothar Inc.,Current - Practising,"Rocky View County, AB, Canada"
1001435,Bouchard.Associates,Bouchard.Associates,Current - Practising,"Chilliwack, BC, Canada"
1002593,Boundary Consulting Services Ltd.,,Current - Practising,"Gibsons, BC, Canada"
1005010,Boundary Equipment Co. Ltd.,"United Gear
Ideal Gear
Janox Fluid Power
Bridge Machine Shop",Current - Practising,"DELTA, BC, Canada"
1001168,Bourcet Holding Ltd.,,Cancelled – Not Renewed by Registrant,"Vernon, BC, Canada"
1001879,Bouthillette Parizeau Inc.,"Bouthillette Parizeau Inc.
BPA",Condition Prohibiting Practice,"Montreal, QC, Canada"
1000322,Bowron Environmental Group Ltd.,,Current - Practising,"Calgary, Alberta, AB, Canada"
1004597,BP2B Canada Corp.,"Blueprint2build
BP2B",Current - Practising,"Georgetown, ON, Canada"
1000932,BPTEC Engineering Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1001989,BQE Water,"BQE Water
BioteQ Environmental Technologies (formerly)",Current - Practising,"Vancouver, BC, Canada"
1002551,Bradley Refrigeration Consultants Limited,,Current - Practising,"West Vancouver, BC, Canada"
1001958,Bradley William Hawthorn,,Current - Practising,"Bowen Island, BC, Canada"
1005076,"Bradly Driediger, P.Eng",,Current - Practising,"Abbotsford, BC, Canada"
1002154,Bradshaw Geotechnical Engineering,,Current - Practising,"Comox, BC, Canada"
1001357,Brandt Developments Ltd.,,Current - Practising,"Regina, SK, Canada"
1002032,Brandt Industries,"Brandt Engineered Products
Brandt Equipment Solutions
Brandt Agricultural Products",Cancelled – Not Renewed by Registrant,"Regina, SK, Canada"
1001553,Branta Biostratigraphy ltd.,,Current - Practising,"Victoria, BC, Canada"
1002594,Braun Geotechnical Ltd.,,Current - Practising,"Surrey, BC, Canada"
1003213,Bray Yacht Design And Research Ltd.,,Current - Practising,"CHILLIWACK, BC, Canada"
1000752,BRC Consulting Ltd,,Current - Practising,"Victoria, BC, Canada"
1002490,Brechin Engineering Inc.,,Current - Practising,"Nanaimo, BC, Canada"
1002353,Brian Duck,,Current - Practising,"Jenks, AB, United States"
1003202,"Brian E.W. Warner, PEng",,Cancelled – Not Renewed by Registrant,"Abbotsford, BC, Canada"
1004484,Brian F Fitzgerald P. Eng.,Burns Bridge Engineering,Current - Practising,"Edmonton, AB, Canada"
1000214,Brian Gould Consulting Inc.,Alpine Solutions Avalanche Services,Current - Practising,"Squamish, BC, Canada"
1000184,Brian Isherwood & Associates Ltd.,"Isherwood Geostructural Engineers
Isherwood Associates",Current - Practising,"Mississauga, ON, Canada"
1004707,Brian J. Ward,Pale Blue Consulting,Current - Practising,"Abbotsford, BC, Canada"
1002712,Brian McGrath Xploration (BMX),,Current - Practising,"Langley, BC, Canada"
1004226,"Brian P. Fowler, P.Geo.",,Current - Practising,"Vancouver, BC, Canada"
1004463,Brickhouse Structural Engineering Ltd,,Current - Practising,"Calgary, AB, Canada"
1003007,Bright Energy Ltd.,,Current - Practising,"Kelowna, BC, Canada"
1002104,Bright Street Light Engineering Ltd.,,Current - Practising,"Richmond, BC, Canada"
1001080,Brightspot Climate Inc.,,Current - Practising,"Vancouver, BC, Canada"
1002454,Brightstar Geological Consulting Inc,,Current - Practising,"Delta, BC, Canada"
1002830,Brimmell Engineering Ltd.,,Cancelled – Not Renewed by Registrant,"Victoria, BC, Canada"
1002286,Briony Croft,,Cancelled – Not Renewed by Registrant,"Vancouver, BC, Canada"
1003527,Britespan Building Systems Inc.,Britespan Building Systems Inc.,Current - Practising,"WINGHAM, ON, Canada"
1002428,British Columbia Ferry Services Inc.,British Columbia Ferry Services Inc.,Current - Practising,"Victoria, BC, Canada"
1004716,British Columbia Rapid Transit Company Ltd,,Current - Practising,"Burnaby, BC, Canada"
1002635,Brixton Metals Corporation,,Current - Practising,"Vancouver, BC, Canada"
1001608,Broadview Solutions Ltd,,Cancelled – Not Renewed by Registrant,"Fernie, BC, Canada"
1003224,Broadway Subway Constructors General Partnership,,Current - Practising,"Vancouver, BC, Canada"
1002473,Brock Solutions Inc.,,Current - Practising,"Kitchener, ON, Canada"
1000733,Brodie Consulting Ltd.,,Current - Practising,"West Vancouver, BC, Canada"
1000883,"Brown and Caldwell Consultants Canada, Ltd",,Current - Practising,"Burnaby, BC, Canada"
1001099,Brown Strachan Associates,,Current - Practising,"Vancouver, BC, Canada"
1002459,BROX ENGINEERING INC.,,Current - Practising,"Vancouver, BC, Canada"
1004485,BRT Consulting Ltd,,Current - Practising,"Calgary, AB, Canada"
1002728,Bruce Joseph Gernon,,Cancelled – Not Renewed by Registrant,"Surrey, BC, Canada"
1004723,Bruce KELLIE,,Current - Practising,"ABBOTSFORD, BC, Canada"
1004441,Bruce Laird,,Current - Practising,"Grand Forks, BC, Canada"
1004184,Bruce Turner,BLT Mining Advisory Services,Current - Practising,"Oakville, ON, Canada"
1003242,Bruce W Downing,,Cancelled – Not Renewed by Registrant,"Langley, BC, Canada"
1002771,Bruno William Barde,,Cancelled – Permit to Practice Requirements Not Met,"Victoria, BC, Canada"
1001628,Bryce Engineering Ltd.,,Current - Practising,"Port Moody, BC, Canada"
1001967,Brymark Installations (1983) LTD,Brymark Installations Group Inc.,Cancelled – Permit to Practice Requirements Not Met,"North Vancouver, BC, Canada"
1004215,Brytech Consulting Inc.,,Cancelled – Not Renewed by Registrant,"Chilliwack, BC, Canada"
1003139,BRYTEX BUILDING SYSTEMS INC.,,Current - Practising,"EDMONTON, AB, Canada"
1001380,BSA ENGINEERING CONSULTANTS INC.,,Current - Practising,"Surrey, BC, Canada"
1005032,BST Building Consultants Inc.,,Current - Practising,"North Vancouver, BC, Canada"
1004325,BT Pacific Septic Ltd.,,Current - Practising,"Langley, BC, Canada"
1002099,BTA Reliability Centered Maintenance Ltd,BTA Reliability Centered Maintenance,Current - Practising,"Kamloops BC, BC, Canada"
1000750,Buchta Engineering Inc.,,Cancelled – Not Renewed by Registrant,"Port Coquitlam, BC, Canada"
1001065,"buepoint consulting, ltd.",,Current - Practising,"Duncan, BC, Canada"
1000961,BUILD SPACE ENGINEERING STRUCTURE INC,,Current - Practising,"Surrey, BC, Canada"
1002309,Building Alternatives Inc.,,Current - Practising,"Anola, MB, Canada"
1003645,Building and Environment Engineering Ltd,,Current - Practising,"Revelstoke, BC, Canada"
1003733,Building in Motion Consulting Engineering Ltd,,Cancelled – Permit to Practice Requirements Not Met,"TORONTO, ON, Canada"
1005079,Building Systems Consulting Inc.,,Current - Practising,"Whitehorse, YT, Canada"
1003244,Building Systems Engineering Ltd,,Current - Practising,"Whitehorse, YT, Canada"
1000401,Buildsmartr.com Wholesale Inc.,Buildsmartr.com Inc.,Current - Practising,"Burnaby, BC, Canada"
1003052,Buildtech Engineering Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1001679,Builtex Engineering Group Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1001683,Bulkley Valley Engineering Services Ltd.,,Current - Practising,"Smithers, BC, Canada"
1003594,Bunch Welding Ltd.,"Bunch Projects
Bunch Welding Ltd.",Current - Practising,"Rocky Mountain House, AB, Canada"
1000468,Bunt & Associates Engineering Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1000122,Burckhardt Compression (Canada) Inc.,,Current - Practising,"Edmonton, AB, Canada"
1003421,Burgart Consulting & Development Ltd.,,Current - Practising,"Calgary, AB, Canada"
1003271,Burgess Clarke Corp,,Cancelled – Not Renewed by Registrant,"North Vancouver, BC, Canada"
1004692,Burhani Engineering and Construction Limited,BEC Limited,Current - Practising,"Edmonton, AB, Canada"
1001337,Burnaby Engineering Associates Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1004949,BURNCO Rock Products Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1001180,Burns & McDonnell Canada Ltd.,,Current - Practising,"Calgary, AB, Canada"
1001278,"Burns & McDonnell Engineering Company, Inc.",,Current - Practising,"Kansas City, MO, United States"
1004672,"Buro Happold Consulting Engineers, Inc.",,Cancelled – Not Renewed by Registrant,"Los Angeles, CA, United States"
1000651,"Bush, Bohlman & Partners LLP",,Current - Practising,"Vancouver, BC, Canada"
1003492,Busque Engineering Ltd.,,Current - Practising,"Richmond, BC, Canada"
1003371,Bute Engineering Inc.,,Current - Practising,"Vancouver, BC, Canada"
1004670,BVDA Facade Engineering Inc.,,Current - Practising,"Stouffville, ON, Canada"
1004577,BVGlazing Systems Ltd.,,Current - Practising,"Concord, ON, Canada"
1004615,BVP Design Solutions Inc.,,Current - Practising,"Calgary, AB, Canada"
1002193,BWD Engineering Inc.,,Current - Practising,"Surrey, BC, Canada"
1001302,Bycar Engineering Ltd.,,Current - Practising,"Surrey, BC, Canada"
1001740,Byson Engineering Inc.,,Current - Practising,"Calgary, AB, Canada"
1002850,BYT Engineering Corporation,"BYT Engineering Corp.
BYT Motion
(No Longer In Use)",Current - Practising,"Coquitlam, BC, Canada"
1003141,"C J Service Co., Ltd.",,Current - Practising,"Calgary, AB, Canada"
1000921,C. M. Lau Consulting Inc.,,Current - Practising,"Richmond, BC, Canada"
1002588,C.A. Boom Residential Engineering Inc,,Current - Practising,"Burnaby, BC, Canada"
1004277,C.E.S. Analytics Ltd.,,Current - Practising,"Langley, BC, Canada"
1002458,C.E.S. Engineering,C.E.S. Engineering Ltd.,Current - Practising,"Burnaby, BC, Canada"
1001587,C.F. Crozier & Associates Inc.,C.F. Crozier & Associates Inc.,Current - Practising,"Collingwood, ON, Canada"
1002536,C.H. MacKay & Associates Ltd.,,Current - Practising,"Calgary, AB, Canada"
1003138,C.H.H. Projects Ltd,,Current - Practising,"Langley, BC, Canada"
1005003,C.J. Greig & Associates Ltd.,,Current - Practising,"Penticton, BC, Canada"
1002393,C.Y. Loh & Associates Ltd,C.Y. Loh Associates Ltd,Current - Practising,"Vancouver, BC, Canada"
1004835,C2C Enertec Inc.,,Current - Practising,"Coquitlam , BC, Canada"
1002006,Cabletricity Connections Ltd.,,Cancelled – Not Renewed by Registrant,"Vancouver, BC, Canada"
1004757,Cache Geoscience Inc.,Cache Geoscience Inc.,Current - Practising,"Calgary, AB, Canada"
1003621,CADA & Associates Consulting Ltd.,,Current - Practising,"Port Coquitlam, BC, Canada"
1005036,Cado Industries Inc,,Current - Practising,"Calgary, AB, Canada"
1000761,CAE Climate Consulting Inc.,,Current - Practising,"Cobble Hill, BC, Canada"
1002130,CAE Engineering Ltd,,Current - Practising,"Martensville, SK, Canada"
1004364,Caelus Consulting Services Inc.,,Current - Practising,"Vancouver, BC, Canada"
1000343,CALC Engineering 2020 Corp,,Current - Practising,"Calgary, AB, Canada"
1002336,Calculus Services Ltd.,,Cancelled – Not Renewed by Registrant,"Calgary, AB, Canada"
1001395,Caliber Bridge and Design Ltd.,,Current - Practising,"Campbell River, BC, Canada"
1004543,Caliber Power Services Ltd.,,Current - Practising,"Pitt Meadows, BC, Canada"
1001820,Calid Services Ltd,,Current - Practising,"Victoria, BC, Canada"
1002147,Callidus Engineering Inc.,,Cancelled – Not Renewed by Registrant,"London, ON, Canada"
1002540,"Calvin Osborne, P.Eng.",,Cancelled – Not Renewed by Registrant,"New Westminster, BC, Canada"
1005108,Calworx Projects Ltd.,,Current - Practising,"Calgary, AB, Canada"
1002560,"Calysta Consulting, a Div. of Gussdorf Enterprises Ltd.",Calysta Consulting,Current - Practising,"Abbotsford, BC, Canada"
1000767,CAM Distributors Ltd,"CAM Industrial
CAM Distributor",Current - Practising,"Calgary, AB, Canada"
1004175,Cameron Lilly,,Current - Practising,"Williams Lake, BC, Canada"
1002262,Campbell & Walker Consulting Ltd.,,Cancelled – Not Renewed by Registrant,"North Vancouver, BC, Canada"
1001390,Camphora Engineering Ltd.,"Camphora Engineering
(No Longer In Use)
Pioneer Camphora Engineering
Camphora Consultants",Current - Practising,"Vancouver, BC, Canada"
1001823,Canada Hydrocarbon Recovery Ltd.,,Cancelled – Not Renewed by Registrant,"Calgary, AB, Canada"
1005058,Canada Pump and Power Corporation,Mighty Pumps Corporation,Current - Practising,"Fort Saskatchewan, AB, Canada"
1002552,CANADIAN CENTRAL ENGINEERING LTD.,,Current - Practising,"NORTH VANCOUVER, BC, Canada"
1004447,"Canadian Construction & Consultant Engineers, Inc.",CCCEI,Condition Prohibiting Practice,"Markham, ON, Canada"
1002446,Canadian Consulting Group Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1003056,Canadian Energy Services L.P.,,Current - Practising,"Calgary, AB, Canada"
1004976,Canadian Engineering & Inspection Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1003708,Canadian Forest Products Ltd.,,Current - Practising,"Prince George, BC, Canada"
1000809,Canadian Hydrotech Corp.,,Cancelled – Not Renewed by Registrant,"Vancouver, BC, Canada"
1004967,Canadian Maritime Engineering Ltd.,,Current - Practising,"Dartmouth, NS, Canada"
1003619,Canadian Natural Resources Ltd,,Current - Practising,"Calgary, AB, Canada"
1002356,Canadian Overseas Log and Lumber Ltd,,Current - Practising,"Vancouver, BC, Canada"
1002149,Canadian Projects Limited,,Current - Practising,"Calgary, AB, Canada"
1000879,Canadian Sewage Solutions Inc.,Canadian Sewage Solutions Inc.,Current - Practising,"Victoria, BC, Canada"
1004109,Canadian West Coast Engineering,,Current - Practising,"West Vancouver, BC, Canada"
1004136,Canaima Technology Ltd,,Current - Practising,"Edmonton, AB, Canada"
1003370,Canal Marine and Industrial Inc.,Canal Marine & Industrial Inc,Current - Practising,"North Vancouver, BC, Canada"
1002986,CanAlaska Uranium Ltd,,Cancelled – Not Renewed by Registrant,"Vancouver, BC, Canada"
1003685,Canam Bridges Canada inc.,Canam Ponts Canada inc.,Current - Practising,"Quebec, QC, Canada"
1004032,Canam Group Inc.,"Canam Group Inc.
Groupe Canam Inc",Current - Practising,"Calgary, AB, Canada"
1003803,CanaTrack Engineering Management Ltd.,,Cancelled – Permit to Practice Requirements Not Met,"Burnaby, BC, Canada"
1001821,Candoo Systems Inc.,,Current - Practising,"Port Coquitlam, BC, Canada"
1001052,Candor Engineering Ltd.,,Current - Practising,"Calgary, AB, Canada"
1004300,Canenco Consulting Corp.,,Current - Practising,"North Vancouver, BC, Canada"
1003575,Canfor Pulp Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1004297,Canitan Engineering Group Ltd,,Current - Practising,"Calgary, AB, Canada"
1003355,Canlin Energy Corporation,,Current - Practising,"Calgary, AB, Canada"
1002282,Canmec,,Current - Practising,"Chicoutimi, QC, Canada"
1003458,Canopy Building Science Engineering Ltd.,,Cancelled – Not Renewed by Registrant,"victoria, BC, Canada"
1003728,CanPro Organic Inc.,,Current - Practising,"Vancouver, BC, Canada"
1001573,Can-Tec Electrical Services Ltd.,,Cancelled – Permit to Practice Requirements Not Met,"Surrey, BC, Canada"
1004465,CAN-TEC ENGINEERING LTD,,Current - Practising,"Delta, BC, Canada"
1004871,Can-tec Services Ltd,,Current - Practising,"Winnipeg, MB, Canada"
1004018,Cantech Engineering & Consulting Ltd,,Current - Practising,"Calgary, AB, Canada"
1003537,Cantex Group of Companies,"Cantex Engineering & Construction Co. Ltd,
Cantex Group of Companies
Cantex
Cantex-Okanagan Construction Ltd.
Cantex Mining Services Ltd.
Cantex Mining",Current - Practising,"Penticton, BC, Canada"
1004126,CANUSA EPC INC.,,Current - Practising,"Calgary, AB, Canada"
1003762,Capilano Maritime Design Ltd.,,Current - Practising,"North Vancouver, BC, Canada"
1001799,Capital Engineering Partnership,,Current - Practising,"Edmonton, AB, Canada"
1002868,Capital Power Corporation,,Current - Practising,"Edmonton, AB, Canada"
1003385,Capital Regional District,,Current - Practising,"Victoria, BC, Canada"
1004512,Capstone Mining Corp.,,Current - Practising,"Vancouver, BC, Canada"
1001736,Carbon Engineering Ltd.,,Current - Practising,"Squamish, BC, Canada"
1003246,Cardinal Engineering Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1000311,Cardinal Geoconsulting Ltd.,,Cancelled – Not Renewed by Registrant,"Hope, BC, Canada"
1003428,Carisbrooke Consulting Inc,Mine Power,Current - Practising,"West Vancouver, BC, Canada"
1002784,Carmichael Engineering Ltd,,Current - Practising,"Richmond, BC, Canada"
1002957,Carol Ellis,,Cancelled – Not Renewed by Registrant,"North Vancouver, BC, Canada"
1004446,"Carollo Engineers Canada, Ltd.",,Current - Practising,
1004157,"Carollo Engineers, Inc.",,Current - Practising,"Walnut Creek, CA, United States"
1002573,Carpe Process Engineering,,Cancelled – Not Renewed by Registrant,"Denver, CO, United States"
1004585,Carpi Tech Canada Inc.,,Current - Practising,"Balerna, , Swaziland"
1000434,Carswell Consulting Engineers Ltd,Carswell Consulting Engineers Ltd.,Current - Practising,"CALGARY, AB, Canada"
1004199,Cartel Communication Systems Inc.,,Current - Practising,"Langley, BC, Canada"
1004278,Carvajal Structural Engineers Inc.,,Current - Practising,"North York, ON, Canada"
1002000,Cascade Aerospace Inc.,,Current - Practising,"Abbotsford, BC, Canada"
1000570,Cascade Forest Engineering Ltd,,Cancelled – Not Renewed by Registrant,"Salmon Arm, BC, Canada"
1005019,Cascadia Minerals Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1004791,Cascadia Seaweed Corp,,Current - Practising,"Sidney, BC, Canada"
1003923,Cascadian Structural Engineering Inc.,,Current - Practising,"Richmond, BC, Canada"
1000784,Cascara Consulting Engineers Limited,,Current - Practising,"Nanaimo, BC, Canada"
1002430,"Casper, Phillips & Associates, Inc. P.C.",,Current - Practising,"University Place, WA, United States"
1004422,Cassi Engineering Inc,,Current - Practising,"Coquitlam, BC, Canada"
1000310,Cassiar East Yukon Expediting Ltd.,,Current - Practising,"West Vancouver, BC, Canada"
1003275,Cassiar Geoscience Consulting Ltd.,,Current - Practising,"Calgary, AB, Canada"
1002325,Cassiar Gold Corp.,,Current - Practising,"Vancouver, BC, Canada"
1003088,Cast Analytics Incorperated,,Current - Practising,"North Vancouver, BC, Canada"
1000723,Cast Connex Corporation,,Current - Practising,"Toronto, ON, Canada"
1004074,Castle Engineering LLP,,Current - Practising,"Swift Current, SK, Canada"
1000282,Catalone IT Security Inc.,,Current - Practising,"Nepean, ON, Canada"
1003233,Catalyst Community Developments Society,,Cancelled – Not Renewed by Registrant,"Vancouver, BC, Canada"
1005157,Catalyst Engineering Inc.,,Current - Practising,"Langley, BC, Canada"
1002439,Catalyst Paper Corporation,,Current - Practising,"Richmond, BC, Canada"
1000452,Catch Engineering Partnership,Catch Engineering Corporation,Current - Practising,"Calgary, AB, Canada"
1004741,Catterall & Wright,Catterall & Wright,Current - Practising,"Saskatoon, SK, Canada"
1001637,Caulwell Engineering and Geoscience Ltd.,,Current - Practising,"Salmon Arm, BC, Canada"
1002367,Causeway Consulting Inc.,,Current - Practising,"Kamloops, BC, Canada"
1002575,CB&I LLC,,Current - Practising,"Houston, TX, United States"
1002877,"CBC Engineers & Associates, Ltd.",,Current - Practising,"Centerville, OH, United States"
1000924,CBCE Consulting Inc.,Ridgeline Power Engineering,Current - Practising,"North Vancouver, BC, Canada"
1002025,CBCL Limited,,Current - Practising,"Halifax, NS, Canada"
1000504,CBK Enterprises Ltd.,,Cancelled – Not Renewed by Registrant,"Cranbrook, BC, Canada"
1005048,CBRE Limited,,Current - Practising,"Victoria, BC, Canada"
1004224,CCD Consulting Ltd.,,Current - Practising,"Rimbey, AB, Canada"
1000703,CCI Inc.,,Current - Practising,"Cochrane, AB, Canada"
1004937,C-CORE,,Current - Practising,"St John's, NL, Canada"
1004647,CDE Engineering Ltd,,Current - Practising,"Calgary, AB, Canada"
1000678,CDM Smith Canada ULC,"CDM Smith
CDM Smith Canada ULC",Current - Practising,"Burnaby, BC, Canada"
1004518,CDMS Consulting Ltd.,,Current - Practising,"Calgary, AB, Canada"
1004549,CDN Controls Ltd.,,Current - Practising,"Grande Prairie, AB, Canada"
1000194,Cedar Core Technologies Inc.,,Current - Practising,"Victoria, BC, Canada"
1004270,Cedar Hill Gold Corp.,,Current - Practising,"Masset, BC, Canada"
1004451,Cedar LNG Partners (GP) Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1001167,Cedarflat Precision Inc.,,Current - Practising,"Burnaby, BC, Canada"
1000344,Celco Controls Ltd.,Celco Automation,Current - Practising,"Winnipeg, MB, Canada"
1001462,Celerity Engineering Limited,,Current - Practising,"Victoria, BC, Canada"
1002005,cellcentric Canada,,Current - Practising,"Burnaby, BC, Canada"
1002689,Cellula Robotics Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1003087,Celtic Engineering Ltd.,,Current - Practising,"Williams Lake, BC, Canada"
1003749,CEMATRIX (Canada) Inc.,,Current - Practising,"Calgary, AB, Canada"
1001097,Cementation Canada Inc.,Cementation Canada Inc.,Current - Practising,"North Bay, ON, Canada"
1000888,Cenovus Energy Inc.,,Current - Practising,"Calgary, AB, Canada"
1002718,Centaur Energy Services Ltd.,,Current - Practising,"Calgary, AB, Canada"
1003504,Centex Engineering and Development Inc.,,Current - Practising,"Guelph, ON, Canada"
1003982,Centra Windows Inc.,,Current - Practising,"Langley, BC, Canada"
1001601,Central Valley Engineering (2004) Ltd.,,Current - Practising,"Abbotsford, BC, Canada"
1000394,Centras Engineering Ltd,,Current - Practising,"SURREY, BC, Canada"
1000418,Centrix control solutions Limited Partnership,Centrix control solutions (Kelowna Office),Current - Practising,"Kelowna, BC, Canada"
1002863,Centroproject Consulting Inc.,,Cancelled – Not Renewed by Registrant,"Burnaby, BC, Canada"
1002577,Centurion Pro Solutions Inc.,,Cancelled – Not Renewed by Registrant,"Maple Ridge, BC, Canada"
1000680,CEP Forensic Inc.,,Current - Practising,"Vancouver, BC, Canada"
1002956,Certainteed Canada Inc.,,Current - Practising,"Delta, BC, Canada"
1000827,C-FER Technologies (1999) Inc.,C-FER Technologies,Current - Practising,"Edmonton, AB, Canada"
1002598,CFT Engineering Inc.,"CFT Engineering Inc., a Jensen Hughes Company",Cancelled – Not Renewed by Registrant,"Burnaby, BC, Canada"
1004550,CGC Control Systems SP,,Cancelled – Not Renewed by Registrant,"Burnaby, BC, Canada"
1002379,CGK Consulting Services Inc.,,Cancelled – Not Renewed by Registrant,"Surrey, BC, Canada"
1000423,CGM Engineering Ltd.,CGM Engineering Ltd.,Current - Practising,"Winnipeg, MB, Canada"
1000970,CH2M HILL Canada Limited,"Jacobs Consultancy Canada
(No Longer In Use)
Jacobs",Current - Practising,"Burnaby, BC, Canada"
1002720,Chabu Inc.,,Current - Practising,"Calgary, AB, Canada"
1004755,Chad Neufeld,,Current - Practising,"Fernie, BC, Canada"
1000485,Chalten Engineering Ltd.,,Current - Practising,"Whistler, BC, Canada"
1005127,CHAM INNOVATIONS INC.,,Current - Practising,"Edmonton, AB, Canada"
1004629,Champlain EP&C Inc.,,Current - Practising,"Chambly, QC, Canada"
1004702,Chang Zheng Chen,,Current - Practising,"Vancouver, BC, Canada"
1004890,Chantiers Chibougamau,Nordic Structures,Current - Practising,"Montreal, QC, Canada"
1002143,Chaos Electric INC.,,Cancelled – Not Renewed by Registrant,"Duncan, BC, Canada"
1002383,CHARGE SOLAR RENEWABLES INC.,"Charge Solar
H.E.S. Home Energy Solutions Ltd.
HES PV LIMITED",Current - Practising,"Victoria, BC, Canada"
1000896,Charnell Consulting Inc.,Charnell Consulting Inc.,Current - Practising,"Nanaimo, BC, Canada"
1000653,Charter Project Delivery Inc,Charter Project Delivery Inc,Current - Practising,"Vancouver, BC, Canada"
1001334,Chartwell Resource Group Ltd.,Chartwell Resource Group Ltd.,Current - Practising,"North Vancouver, BC, Canada"
1001885,Chase Alexander Reid,,Cancelled – Not Renewed by Registrant,"Revelstoke, BC, Canada"
1000926,Chase Engineering Inc.,,Current - Practising,"North Vancouver, BC, Canada"
1002506,Chatwin Engineering Ltd.,,Current - Practising,"Nanaimo, BC, Canada"
1000180,Check Engineering,,Current - Practising,"Nanaimo, BC, Canada"
1002067,Chehalis Consulting Ltd.,,Current - Practising,"burnaby, BC, Canada"
1001556,Chemco Engineering Ltd.,Chemco Engineering Ltd.,Current - Practising,"Nisku, AB, Canada"
1001418,Chemetics Inc.,,Current - Practising,"Vancouver, BC, Canada"
1001324,Chemical Engineering Canada Corporation,,Current - Practising,"Port Coquitlam, BC, Canada"
1002641,Chemposite Incorporated,,Current - Practising,"Delta, BC, Canada"
1003566,Chemtrade Chemicals Canada Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1002339,Chemtrade Electrochem Inc.,,Current - Practising,"North Vancouver, BC, Canada"
1003565,Chemtrade Pulp Chemicals Limited Partnership,,Current - Practising,"Prince George, BC, Canada"
1003600,Chemtrade West Limited Partnership,,Current - Practising,"Prince George, BC, Canada"
1001942,Chen Consulting Ltd.,Chen Consulting Ltd,Current - Practising,"Burnaby, BC, Canada"
1004344,Chenbao Hydrotechnical Inc.,,Current - Practising,"Calgary, AB, Canada"
1001026,Chernenko Engineering Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1003078,Chevron Canada Limited,,Current - Practising,"Calgary, AB, Canada"
1001175,Chinook Arch Geoscience Inc.,Chinook Arch Geoscience,Current - Practising,"Vernon, BC, Canada"
1000886,Chinook Consulting Services (2004) Ltd.,,Current - Practising,"Calgary, AB, Canada"
1000683,Chiu Hippmann Engineering Inc.,,Current - Practising,"Vancouver, BC, Canada"
1001576,CHM Consulting Inc.,,Current - Practising,"North Vancouver, BC, Canada"
1004737,CHM FIRE CONSULTANTS LTD,CHM FIRE CONSULTANTS LTD,Current - Practising,"Ottawa, ON, Canada"
1004046,Chorus Consulting Inc.,Chorus Consulting Inc.,Current - Practising,"Vancouver, BC, Canada"
1003936,"Christopher Baldys, P.Eng. Consulting Geologist",,Current - Practising,"Maple Ridge, BC, Canada"
1004179,Christopher Fraser,Root 3 Consulting,Current - Practising,"Calgary, AB, Canada"
1002258,Christopher Graf,,Current - Practising,"Wardner, BC, Canada"
1004370,Christopher Leslie,CDL Geological Consulting,Current - Practising,"North Vancouver, BC, Canada"
1001801,CHS CONSULTING LTD.,,Cancelled – Not Renewed by Registrant,"Richmond, BC, Canada"
1001723,CIMA Canada Inc,CIMA+,Current - Practising,"Vancouver, BC, Canada"
1001073,"CIMCO REFRIGERATION, A DIVISION OF TOROMONT INDUSTRIES LTD.","Toromont Industries Ltd.
Cimco Refrigeration",Current - Practising,"Delta, BC, Canada"
1002466,Cintra Consulting Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1004276,Cion Corp,,Current - Practising,"Toronto, ON, Canada"
1001824,CitiWest Consulting Ltd.,,Current - Practising,"Surrey, BC, Canada"
1001113,City Engineering Inc.,,Current - Practising,"Vancouver, BC, Canada"
1003297,City of Abbotsford,,Current - Practising,"Abbotsford, BC, Canada"
1001290,City of Burnaby,,Current - Practising,"Burnaby, BC, Canada"
1000480,City of Campbell River,,Current - Practising,"Campbell River, BC, Canada"
1002504,City of Chilliwack,,Current - Practising,"Chilliwack, BC, Canada"
1003394,City of Colwood,City of Colwood,Current - Practising,"Colwood, BC, Canada"
1002502,City of Coquitlam,,Current - Practising,"Coquitlam, BC, Canada"
1000166,City of Courtenay,,Current - Practising,"Courtenay, BC, Canada"
1003681,City of Delta,,Current - Practising,"Delta, BC, Canada"
1002410,City of Fort St. John,,Current - Practising,"Fort St. John, BC, Canada"
1001126,City of Kamloops,,Current - Practising,"Kamloops, BC, Canada"
1003328,City of Kelowna,City of Kelowna,Current - Practising,"Kelowna, BC, Canada"
1003334,City of Kimberley,,Current - Practising,"Kimberley, BC, Canada"
1001406,City of Langford,,Current - Practising,"Langford, BC, Canada"
1000349,City of Langley,,Current - Practising,"Langley, BC, Canada"
1002714,City of Mission,,Current - Practising,"Mission, BC, Canada"
