Permit Number,Legal Name,Also doing business as,Status,Main Location
1004428,Hgeo Consulting Incorporated,,Current - Practising,"Gibsons, BC, Canada"
1000387,HGS Limited,,Current - Practising,"Windsor, ON, Canada"
1003741,HH Engineering Consultant Ltd,,Current - Practising,"Coquitlam, BC, Canada"
1003311,Hibon inc,,Cancelled – Permit to Practice Requirements Not Met,"Pointe-Claire, QC, Canada"
1004800,Hidden Path Consulting Inc.,,Current - Practising,"Prince George, BC, Canada"
1003634,Higginson Consulting Ltd,,Current - Practising,"Cobble Hill, BC, Canada"
1002765,High Engineering Ltd.,High Engineering Ltd.,Current - Practising,"Calgary, AB, Canada"
1000668,"Higher Ground Consulting, Inc.",,Current - Practising,"Calgary, AB, Canada"
1002817,Highgold Mining Inc.,,Current - Practising,"Vancouver, BC, Canada"
1002652,HIGHLAND CONSULTING LTD,,Current - Practising,"Nelson, BC, Canada"
1000844,Highland Engineering Services Ltd.,,Current - Practising,"Campbell River, BC, Canada"
1004669,Highline Anchor System Ltd.,,Current - Non-Practising,"West Vancouver, BC, Canada"
1000565,Highmark Land Surveying and Engineering Ltd.,Highmark Survey and Engineering,Current - Practising,"Whistler, BC, Canada"
1003946,HIJAZI ENGINEERING AND CONSULTING(HEC) INC,,Current - Practising,"SURREY, BC, Canada"
1004125,Hiland Engineering inc,Hiland Engineerng inc,Current - Practising,"Markham, ON, Canada"
1002328,Hillside Engineering Services Ltd.,,Current - Practising,"Penticton, BC, Canada"
1000266,Hingeneering Consulting Inc.,,Current - Practising,"Vancouver, BC, Canada"
1004453,HIT ENGINEERING CORPORATION,HIT ENGINEERING,Current - Practising,"Maple Ridge, BC, Canada"
1003049,Hitachi Energy Canada Inc,,Condition Prohibiting Practice,"Saint-Laurent, QC, Canada"
1002015,Hixson LLC,,Current - Practising,"Cincinnati, OH, United States"
1002989,Hizing Systems Incorporated,,Current - Practising,"ABBOTSFORD, BC, Canada"
1004946,HJC Consultants,,Current - Practising,"Montreal, QC, Canada"
1005137,HK Engineering Ltd.,,Current - Practising,"Abbotsford, BC, Canada"
1001903,HK Powerline Consulting Inc,,Current - Practising,"Regina, SK, Canada"
1001096,HM Aero Inc,,Current - Practising,"Ottawa, ON, Canada"
1000348,Hoel Engineering Ltd,Kyle Engineering,Current - Practising,"Victoria, BC, Canada"
1001056,Hoggan Engineering & Testing (1980) Ltd.,,Cancelled – Not Renewed by Registrant,"Edmonton, AB, Canada"
1003193,Hoisting Ltd.,,Current - Practising,"Nisku, AB, Canada"
1003827,Holdfast Metalworks Ltd.,,Cancelled – Not Renewed by Registrant,"Nanaimo, BC, Canada"
1000178,Holistic Engineering Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1001588,Holla Engineering & Environmental Inc.,,Cancelled – Not Renewed by Registrant,"Webbwood, ON, Canada"
1000611,Homegold Resources Ltd.,,Current - Practising,"Port Coquitlam, BC, Canada"
1002057,Hometech Energy Solutions Inc.,,Cancelled – Not Renewed by Registrant,"Prince George, BC, Canada"
1002124,HON Engineering Consultants Ltd.,,Current - Practising,"Kelowna, BC, Canada"
1001934,Honeywell Limited,,Current - Practising,"North Vancvouver, BC, Canada"
1002994,Honeywell Ltd,,Current - Practising,"Burnaby, BC, Canada"
1001281,Hongzhong Liu,HDJ Consulting Inc.,Cancelled – Not Renewed by Registrant,"Coquitlam, BC, Canada"
1000581,Hooper Engineering,,Current - Practising,"SECHELT, BC, Canada"
1001979,Hooper Welding Enterprises Ltd.,,Current - Practising,"Oakville, ON, Canada"
1003864,Hopro Consulting Services Ltd.,,Current - Practising,"Richmond, BC, Canada"
1001753,Horace Engineering Ltd.,,Current - Practising,"Surrey, BC, Canada"
1003176,Horizon Geotechnical Ltd.,Horizon Geotechnical Ltd,Current - Practising,"Lake Country, BC, Canada"
1003259,Horn River Engineering Ltd.,,Current - Practising,"Calgary, AB, Canada"
1000836,"Horton CBI, Limited",,Current - Practising,"Niagara on the Lake, ON, Canada"
1000392,Howe Gastmeier Chapnik Limited,HGC Engineering,Current - Practising,"Mississauga, ON, Canada"
1000931,Howe Sound Engineering Ltd,,Current - Practising,"VANCOUVER, BC, Canada"
1002042,Howe Sound Pulp & Paper Corporation,,Current - Practising,"Richmond, BC, Canada"
1000164,Howes Technical Advantage Ltd.,,Current - Practising,"North Vancouver, BC, Canada"
1002854,HPC Design Inc,HPC Design Inc,Current - Practising,"vancouver, BC, Canada"
1001696,HPF Engineering Ltd.,,Current - Practising,"KAMLOOPS, BC, Canada"
1000264,HQ-EOD ENGINEERING & OPERATIONS DEVELOPMENT LTD.,,Current - Practising,"Chilliwack, BC, Canada"
1003846,HR ENGINEERING BC,,Cancelled – Not Renewed by Registrant,"Kamloops, BC, Canada"
1001075,HRR Associates Inc.,,Cancelled – Not Renewed by Registrant,"North Vancouver, BC, Canada"
1004007,HRYCAY Consulting Engineers Inc.,,Current - Practising,"Windsor, ON, Canada"
1002744,HSI - Home Structural Inc.,,Current - Practising,"Campbell River, BC, Canada"
1003313,HTEC,,Current - Practising,"Vancouver, BC, Canada"
1002021,Hua Ying,,Current - Practising,"Victoria, BC, Canada"
1003904,Huan Jun Zhao,,Cancelled – Not Renewed by Registrant,"Burnaby, BC, Canada"
1003404,Hub Engineering Inc.,,Current - Practising,"Surrey, BC, Canada"
1003109,Hugh Tuttle Engineering Ltd.,,Current - Practising,"Saltspring Island, BC, Canada"
1004193,Hulstein Geological Consultants,,Cancelled – Not Renewed by Registrant,"Whitehorse, YT, Canada"
1000483,Hummingbird Solutions Inc,,Current - Practising,"Burnaby, BC, Canada"
1003588,Humphrey Construction (2015) Ltd,,Current - Practising,"Langley, BC, Canada"
1003146,Hunter Dickinson Services Inc.,,Current - Practising,"Vancouver, BC, Canada"
1001706,Hutchinson Consulting Ltd.,,Current - Practising,"North Vancouver, BC, Canada"
1005103,HV Logic Ltd,,Current - Practising,"Calgary, AB, Canada"
1001659,Hycroft Engineering Inc.,,Current - Practising,"Surrey, BC, Canada"
1002501,Hydro ECI Inc.,,Current - Practising,"Granby, QC, Canada"
1000496,Hydro Geo Logic,,Current - Practising,"Victoria, BC, Canada"
1002436,Hydro10 Consulting LTD,,Current - Practising,"Vancouver, BC, Canada"
1000305,Hydrogeol Consulting,,Current - Practising,"Nantes, , France"
1005026,Hyfluence Systems Corp.,,Current - Practising,"Burnaby, BC, Canada"
1001034,Hy-Geo Consulting,,Current - Practising,"Victoria, BC, Canada"
1004478,HYH GEOTECH LIMITED,,Cancelled – Not Renewed by Registrant,"Richmond, BC, Canada"
1005114,Hypercharge Networks Corp.,,Current - Practising,"North Vancouver, BC, Canada"
1002291,HyperShell Consultants Inc,,Current - Practising,"Sherbrooke, QC, Canada"
1004017,Hy-Tech Drilling Ltd.,,Current - Practising,"Smithers, BC, Canada"
1002245,HZ Projects Inc.,,Current - Practising,"Calgary, AB, Canada"
1001210,I - TEC Systems Design Ltd.,ITEC Systems Design Ltd.,Current - Practising,"Langley, BC, Canada"
1000848,I & M Engineering Group Inc,,Cancelled – Not Renewed by Registrant,"Surrey, BC, Canada"
1004386,I & M Morrison Geological Services Ltd.,,Current - Practising,"Delta, BC, Canada"
1001680,I/O DESIGN & ENGINEERING LTD.,,Current - Practising,"Trail, BC, Canada"
1000828,i3 Building Science and Consulting Inc.,i3 Building Science and Consulting Inc.,Current - Practising,"Burnaby, BC, Canada"
1001842,iaconicDesign Inc.,"iaconicDesign Inc.
Modena Smart Home",Current - Practising,"Burnaby, BC, Canada"
1001454,Iain Braidwood Consulting Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1002776,Ian Adam P.Eng.,,Current - Practising,"Vancouver, BC, Canada"
1000358,Ian Herbranson,,Cancelled – Not Renewed by Registrant,"Delta, BC, Canada"
1003842,Ianuzziello & Associates Inc.,,Cancelled – Not Renewed by Registrant,"Scarborough, ON, Canada"
1000134,IB Consulting & Technologies Ltd.,,Current - Practising,"North Vancouver, BC, Canada"
1004962,IB Engineering Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1000385,Ibasa Enterprises Inc.,,Current - Practising,"Winnipeg, MB, Canada"
1003011,IBI Company,,Current - Practising,"Bellevue, WA, United States"
1000689,ICA Engineers Inc.,,Current - Practising,"Vancouver, BC, Canada"
1002985,Icon Energy Services Ltd,,Current - Practising,"Red Deer County, AB, Canada"
1003639,IDEA Group Inc.,IDEA Group Inc.,Condition Prohibiting Practice,"Calgary, AB, Canada"
1002884,"Ideon Technologies, Inc.","Ideon Technologies, Inc.",Current - Practising,"Richmond, BC, Canada"
1000548,iEngineer Solutions Inc.,,Current - Practising,"SURREY, BC, Canada"
1002688,IFAB Engineering Partners Ltd.,,Current - Practising,"Cambridge, ON, Canada"
1002955,IFD Technologies Inc.,"IFD Corporation
(No Longer In Use)
IFD Technologies",Current - Practising,"Vancouver, BC, Canada"
1002371,IFUTURE ENGINEERING CONSULTANTS LTD.,,Current - Practising,"Calgary, AB, Canada"
1001472,Ignimbrit Engineering Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1004705,IGTB Engineered Power Structures Inc.,Engineered Power Structures,Current - Practising,"Leduc County, AB, Canada"
1004227,Ihab Hanna,,Current - Practising,"Oakville, ON, Canada"
1000712,ILF Consultants Inc.,,Current - Practising,"Calgary, AB, Canada"
1002601,Impact Energy Engineering Ltd.,Impact Engineering,Current - Practising,"Vancouver, BC, Canada"
1001605,IMPACT PM Consulting Inc.,IMPACT PM Consulting,Current - Practising,"Vancouver, BC, Canada"
1002114,IMPACT Silver Corp.,,Current - Practising,"Vancouver, BC, Canada"
1005169,Impel Systems Inc.,,Current - Practising,"Calgary, AB, Canada"
1004137,Imperial Construction Group Ltd,,Current - Practising,"Nisku, AB, Canada"
1005066,Imperial Engineering Inc.,,Current - Practising,"Delta, BC, Canada"
1002620,Imperial Metals Corporation,,Current - Practising,"VANCOUVER, BC, Canada"
1004382,Imperial Oil Limited,,Current - Practising,"Calgary, AB, Canada"
1004304,Implicit Engineering Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1004374,IN Engineering Ltd.,IN Engineering + Surveying,Current - Practising,"Brockville, ON, Canada"
1001322,in3D Geoscience Inc.,,Current - Practising,"Gabriola, BC, Canada"
1003507,Inch Consulting Inc.,ECM Engineering Consultants,Current - Practising,"Surrey, BC, Canada"
1004576,inData Geoscience Ltd.,,Current - Practising,"North Vancouver, BC, Canada"
1001331,Indigenous Engineering Services Corp,Indigenous Engineering services Corp,Current - Practising,"Kelowna, BC, Canada"
1004524,INDIGO HYDRO INC.,,Current - Practising,"Sechelt, BC, Canada"
1000951,Industra Construction Corp.,,Current - Practising,"Surrey, BC, Canada"
1000297,Industrial Equipment Manufacturing Ltd.,,Current - Practising,"Surrey, BC, Canada"
1004939,Industrial Forestry Service Ltd.,,Current - Practising,"Prince George, BC, Canada"
1003616,Inera Consulting Services Ltd.,,Current - Practising,"Oliver, BC, Canada"
1002892,inf planning and design corporation,,Current - Practising,"Vancouver, BC, Canada"
1002168,Inform Engineering Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1000824,Inform Pipeline Services Inc.,,Current - Practising,"Maple Ridge, BC, Canada"
1002234,Infra-Link Consulting Ltd.,,Current - Practising,"North Vancouver, BC, Canada"
1001177,Infrastructure Construction Consulting Inc.,,Current - Practising,"North Vancouver, BC, Canada"
1004817,Infratec Consultants Ltd,,Current - Practising,"Surrey, BC, Canada"
1000619,Infratech Corporation,,Current - Practising,"Whitecourt, AB, Canada"
1004358,Ingenieria Especializada Obra Civil e Industrial S.A.,Acciona Ingeniería,Current - Practising,"Alcobendas, , Spain"
1004773,INGENIOUS ELECTRIC LTD.,,Current - Practising,"Burnaby, BC, Canada"
1004082,Inhaus Surfaces Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1003284,Inkpen Engineering Ltd.,,Current - Practising,"Sherwood Park, AB, Canada"
1004815,Inland Screw Piling Ltd.,,Current - Practising,"Coaldale, AB, Canada"
1003811,Inline Group Inc.,,Current - Practising,"Acheson, AB, Canada"
1002476,Innergex Renewable Energy Inc.,,Current - Practising,"Vancouver, BC, Canada"
1000642,Innes Hood Consulting Inc.,,Current - Practising,"Hornby Island, BC, Canada"
1005040,Innodes Consulting Inc,,Current - Practising,"New Westminster, BC, Canada"
1004555,Innodyne Systems Engineering Ltd.,,Current - Practising,"Salt Spring Island, BC, Canada"
1002330,InnoFlex Engineering Ltd.,InnoFlex Engineering Ltd,Current - Practising,"Calgary, AB, Canada"
1000109,InnoReflection Engineering Ltd.,,Current - Practising,"Chilliwack, BC, Canada"
1003303,InnoTech Engineering Inc.,,Current - Practising,"Calgary, AB, Canada"
1004333,Innotech Fleet Strategies,,Current - Practising,"Victoria, BC, Canada"
1002592,Innotech Solutions Inc.,,Current - Practising,"Burnaby, BC, Canada"
1000753,Innova Chem Solutions Ltd,,Current - Practising,"vancouver, BC, Canada"
1004856,Innovate Engineering Inc.,,Current - Practising,"Edmonton, AB, Canada"
1002028,Innovative Pipeline Projects Ltd.,,Current - Practising,"Calgary, AB, Canada"
1004930,Innovative Stainless Solutions Inc.,,Current - Practising,"Courtenay, BC, Canada"
1000247,Innovex Engineering Corp.,,Current - Practising,"Kamloops, BC, Canada"
1000317,Innovo Power Engineering Ltd,,Current - Practising,"Coquitlam, BC, Canada"
1004047,Inotiv Canada INC.,,Current - Practising,"Coquitlam, BC, Canada"
1001181,Inproheat Industries Ltd.,,Current - Practising,"North Vancouver, BC, Canada"
1002677,Inrush Electrical Technology Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1002069,Insight Engineering Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1000672,Insitu Contractors Inc.,,Cancelled – Not Renewed by Registrant,"Guelph, ON, Canada"
1004733,Insituform Technologies Limited,,Current - Practising,"Edmonton, AB, Canada"
1000595,Inspire Resources Inc.,,Current - Practising,"Edmonton, AB, Canada"
1003815,Instratus Monitoring Ltd.,,Current - Practising,"Kelowna, BC, Canada"
1001817,InSynch Engineering Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1004039,INTACT FINANCIAL CORPORATION,"INTACT
INTACT PRESTIGE
RSA",Current - Practising,"Toronto, ON, Canada"
1001309,Intech Engineering Ltd.,,Current - Practising,"Surrey, BC, Canada"
1004456,Integrated Design Services (London) Inc.,Integrated Engineering,Current - Practising,"London, ON, Canada"
1003895,Integrated Engineering & Inspection Solutions Inc.,,Current - Practising,"Kamloops, BC, Canada"
1001147,Integrated Sustainability Consultants Ltd.,Integrated Sustainability,Current - Practising,"Calgary, AB, Canada"
1001254,Integrated Total Solutions Inc,Integrated Total Solutions Inc,Current - Practising,"Edmonton, AB, Canada"
1001118,Integrated Watersheds,,Current - Practising,"Ladysmith, BC, Canada"
1002889,Integrex Engineering,,Current - Practising,"Vancouver, BC, Canada"
1000112,Integris Building Science Ltd.,Integris Project Management and Engineering Ltd.,Current - Practising,"Surrey, BC, Canada"
1003917,Integrity Engineering Solutions Pty Ltd,,Current - Practising,"Dunsborough, , Australia"
1001495,Integrus Engineering Inc.,,Current - Practising,"Vancouver, BC, Canada"
1002283,Intelligent Engineering Design Ltd,IE Design,Current - Practising,"London, ON, Canada"
1004138,Intellikey Innovation Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1001320,InterCAD Services Ltd.,,Current - Practising,"Vancouver, BC, Canada"
1004544,"Inter-Fluve, Inc.",,Current - Practising,"Hood River, OR, United States"
1003208,Interfor Corporation,,Cancelled – Not Renewed by Registrant,"Burnaby, BC, Canada"
1001013,Interior Dams Inc.,,Current - Practising,"Lake Country, BC, Canada"
1004322,Interior Geoscience Inc,,Current - Practising,"Vernon, BC, Canada"
1002993,Interior Health,,Current - Practising,"Kelowna, BC, Canada"
1002263,Interior Mechanical Consultants,IMC,Current - Practising,"West Kelowna, BC, Canada"
1001971,Interior Testing Services Ltd.,,Current - Practising,"Kelowna, BC, Canada"
1002035,"International Bridge Technologies Canada, Inc.","International Bridge Technologies
SYSTRA International Bridge Technologies
SYSTRA IBT
IBT Canada
Technologies Internationales de Ponts Canada",Current - Practising,"Laval, QC, Canada"
1002240,International Metallurgical and Environmental Inc.,,Current - Practising,"Kelowna, BC, Canada"
1002559,International Quest Engineering Ltd.,International Quest Engineering Ltd.,Current - Practising,"Prince George, BC, Canada"
1003091,International Submarine Engineering Ltd.,International Submarine Engineering Ltd.,Current - Practising,"Port Coquitlam, BC, Canada"
1004847,International Water Guard Inc.,,Current - Practising,"Surrey, BC, Canada"
1001703,Interpretex Resources Ltd.,,Current - Practising,"Ganges, BC, Canada"
1000871,"Interstates Engineering, INC",,Current - Practising,"Sioux Center, IA, United States"
1004644,"InterTalk Critical Information Systems, Inc.",,Cancelled – Not Renewed by Registrant,"Dartmouth, NS, Canada"
1000953,Intertek Testing Services NA Ltd.,,Current - Practising,"Coquitlam, BC, Canada"
1001834,Intransit BC Limited Partnership,,Current - Practising,"Vancouver, BC, Canada"
1004769,"Intrinsic Groundwater Solutions, Ltd.",,Current - Practising,"Calgary, AB, Canada"
1001785,Introba Canada LLP,"Integral Group | Deep Green Engineering & Consulting
(No Longer In Use)
Introba | Deep Green Engineering & Consulting",Current - Practising,"Vancouver, BC, Canada"
1000635,Intuitive Water Systems Inc.,,Current - Practising,"Binbrook, ON, Canada"
1001489,Intunuity Solutions Inc.,Intunuity Solutions Inc,Current - Practising,"Vancouver, BC, Canada"
1002164,Intus Road Safety Engineering Incorporated,,Current - Practising,"Burlington, ON, Canada"
1003289,Invinity Energy (Canada) Corporation,Invinity Energy,Current - Practising,"Vancouver, BC, Canada"
1003660,Inviro Engineered Systems Ltd.,,Current - Practising,"Toronto, ON, Canada"
1002013,Invistec Consulting Ltd,,Current - Practising,"Edmonton, AB, Canada"
1004641,Ion Engineering Inc.,,Current - Practising,"Edmonton, AB, Canada"
1003980,Ionocom Communications Inc.,,Current - Practising,"North Vancouver, BC, Canada"
1003517,IPEX Inc.,,Current - Practising,"Langley, BC, Canada"
1000800,IPS Engineering Ltd.,,Current - Practising,"Rossland, BC, Canada"
1005039,"IPS-Integrated Project Services, ULC",,Current - Practising,"Vaughan, ON, Canada"
1001336,IQ Engineering Ltd.,,Current - Practising,"Abbotsford, BC, Canada"
1003831,Iqbal Badrudin Jamal,,Current - Practising,"North Vancouver, BC, Canada"
1003055,IQWater Inc.,,Current - Practising,"CALGARY, AB, Canada"
1002679,IRED Thermal Group Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1002842,Iredale Architecture,,Current - Practising,"Vancouver, BC, Canada"
1002811,Irene Weiland,Weiland Terrain Sciences,Current - Practising,"Smithers, BC, Canada"
1003965,IRISNDT Corp,,Current - Practising,"Edmonton, AB, Canada"
1003758,Iron Code Engineering Company Ltd.,,Current - Practising,"Kamloops, BC, Canada"
1004241,"Iron Mask Explorations Ltd.,",,Current - Practising,"Vancouver, BC, Canada"
1003463,IRONSTONE ENGINEERING INC.,,Current - Practising,"Richmond, BC, Canada"
1003849,Ironwill Fire Engineering Ltd.,,Current - Practising,"Calgary, AB, Canada"
1002586,Ironwood Engineering Ltd.,,Current - Practising,"Surrey, BC, Canada"
1001115,IS Structural Engineering Inc.,,Current - Practising,"Vancouver (SW Downtown), BC, Canada"
1000419,ISL Engineering and Land Services Ltd.,ISL Engineering,Current - Practising,"Burnaby, BC, Canada"
1003437,Island Structural Engineering Ltd,,Current - Practising,"Victoria, BC, Canada"
1000923,Island Technical Installations Ltd.,,Current - Practising,"Saanichton, BC, Canada"
1003310,Islander Engineering Ltd,,Current - Practising,"Victoria, BC, Canada"
1004177,ISWM Consulting Ltd.,iSWM,Current - Practising,"North Vancouver, BC, Canada"
1004093,ITMBC Enterprises Inc.,,Current - Practising,"North Vancouver, BC, Canada"
1004318,ITS Automation & Controls Inc.,,Current - Practising,"Delta, BC, Canada"
1004498,Ivanhoe Electric Inc.,Ivanhoe Electric,Current - Practising,"Vancouver, BC, Canada"
1004798,IYEM CONSULTING LTD.,,Current - Practising,"North Vancouver, BC, Canada"
1001633,Izett Engineering Ltd.,,Current - Practising,"Delta, BC, Canada"
1000601,J .P. Samuel & Associates Inc.,,Current - Practising,"Ancaster, ON, Canada"
1000510,J and B Engineering Inc.,J+B Engineering Inc.,Current - Practising,"Markham, ON, Canada"
1000449,"J Brian Williston, P.Eng.",Williston Energy Management,Cancelled – Not Renewed by Registrant,"Vancouver, BC, Canada"
1004185,"J Cubed Engineered Solutions, Inc.",,Cancelled – Not Renewed by Registrant,"Calgary, AB, Canada"
1001806,j d hubbert engineering corp,,Cancelled – Permit to Practice Requirements Not Met,"Toronto, ON, Canada"
1002179,J D Joorisity Holdings Ltd.,,Cancelled – Not Renewed by Registrant,"kelowna, BC, Canada"
1004704,J Elemental Electrical Consulting Engineering Inc.,,Current - Practising,"Vancouver, BC, Canada"
1003780,J Frederick Ltd Consulting Engineer,,Cancelled – Not Renewed by Registrant,"Toronto, ON, Canada"
1002315,J M Lang Professional Consulting Inc,Lang Geoscience Inc,Current - Practising,"Naramata, BC, Canada"
1000252,J&A Engineering Ltd.,J&A Engineering Ltd.,Current - Practising,"Coquitlam, BC, Canada"
1004898,J&J Engineering Ltd.,,Current - Practising,"Surrey, BC, Canada"
1001768,J. Bond & Sons Ltd.,JBS Equipment,Current - Practising,"Mission, BC, Canada"
1002101,J. Davis Engineering Ltd.,,Current - Practising,"Grande Prairie, AB, Canada"
1002667,J. Klarich Consulting Engineers Inc.,,Current - Practising,"Burnaby, BC, Canada"
1001852,J. Manrique Consultants Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1004997,J. Martinez Project Management Consulting Ltd.,,Current - Practising,"Port Coquitlam, BC, Canada"
1000290,J. S. Held ULC,J. S. Held,Current - Practising,"Etobicoke, ON, Canada"
1001359,J. Tuama Engineering & Consulting Ltd.,,Cancelled – Not Renewed by Registrant,"LANGLEY, BC, Canada"
1004141,J. Turcasso Engineering Ltd.,,Current - Practising,"Fernie, BC, Canada"
1001790,J.D. Mollard and Associates (2010) Limited,,Current - Practising,"Regina, SK, Canada"
1002643,J.L. Richards & Associates Limited,,Current - Practising,"Ottawa, ON, Canada"
1001054,J.R. Paine & Associates Ltd.,,Current - Practising,"Edmonton, AB, Canada"
1003944,J.R. Spronken & Associates Ltd.,,Current - Practising,"Calgary, AB, Canada"
1001952,"J.R.MacKenzie, P.Eng.",,Current - Practising,"Burnaby, BC, Canada"
1003282,J.Starr Engineering Incorporated,J.Starr Engineering,Current - Practising,"Edmonton, AB, Canada"
1000368,Jacob Bayless Consulting Inc,Jacob Bayless Consulting Inc,Current - Practising,"Vancouver, BC, Canada"
1003650,Jacobs Consultancy Canada Inc.,Jacobs,Current - Practising,"Burnaby, BC, Canada"
1000227,Jacques Houle P.Eng. Mineral Exploration Consulting,,Current - Practising,"Nanaimo, BC, Canada"
1000658,Jade West Engineering Co. Ltd.,,Current - Practising,"Surrey, BC, Canada"
1004331,JAKS AUTOMATION INC,,Current - Practising,"Lake Country, BC, Canada"
1004750,Jakski Consulting Ltd,,Current - Practising,"Richmond, BC, Canada"
1000636,James A. McCrea,,Current - Practising,"Surrey, BC, Canada"
1001053,James Edward Wellwood Scott,James Scott Consulting,Current - Practising,"Vancouver, BC, Canada"
1000464,James Gregory Davison,,Current - Practising,"Montrose, BC, Canada"
1002231,James Logan,JLoGeologic,Current - Practising,"North Saanich, BC, Canada"
1002278,James M. Hutter,,Current - Practising,"Smithers, BC, Canada"
1000397,James Neill & Associates Ltd.,,Current - Practising,"Burnaby, BC, Canada"
1003821,James Thorner,,Cancelled – Not Renewed by Registrant,"Baynes Lake, BC, Canada"
1004458,"James Wallis, P.Eng.",,Cancelled – Not Renewed by Registrant,"Atlin, BC, Canada"
1003638,JamesTu Design Ltd.,,Current - Practising,"Calgary, AB, Canada"
1004427,Jan Matthé,,Current - Practising,"Surrey, BC, Canada"
1001711,Jansson Structural Consulting Ltd,Jansson Structural Consulting Ltd,Current - Practising,"North Vancouver, BC, Canada"
1003111,Jarvis Engineering Consultants Ltd.,,Current - Practising,"Abbotsford, BC, Canada"
1004781,JASEL Engineering Inc.,,Condition Prohibiting Practice,"Oldcastle, ON, Canada"
1003120,Jason Weber,J & S Weber Consulting,Current - Practising,"Port Coquitlam, BC, Canada"
1003976,Jastram Engineering Ltd,,Current - Practising,"North Vancouver, BC, Canada"
1004324,JAT Metconsult Ltd.,,Current - Practising,"Delta, BC, Canada"
1002344,Jaycorp Engineering & Management Ltd.,,Current - Practising,"Richmond, BC, Canada"
1002988,JB Coast Consulting Inc.,,Current - Practising,"Gibsons, BC, Canada"
1004282,JB Geological Services,,Current - Practising,"Richmond, BC, Canada"
1003884,"JB Steel Buildings, Ltd.","JB Steel Buildings, Ltd.",Current - Practising,"St. Albert, AB, Canada"
1003603,JB Structural Consulting Ltd.,,Current - Practising,"Calgary, AB, Canada"
1004070,JC Environmental Inc.,JC Engineering & Environmental,Current - Practising,"Port Moody, BC, Canada"
1005172,JC Link Corp.,,Current - Practising,"Calgary, AB, Canada"
1000268,JCB Engineering Ltd.,,Current - Practising,"Calgary, AB, Canada"
1004875,JCI Cyclonics Ltd.,,Current - Practising,"Calgary, AB, Canada"
1002872,JCJ Design Engineering Ltd.,,Current - Practising,"Langley, BC, Canada"
1003097,JCK Engineering Inc.,,Current - Practising,"Regina, SK, Canada"
1000313,JCK ENGINEERING LIMITED,,Current - Practising,"Delta, BC, Canada"
1005081,"JCM Industries, Inc.",,Current - Practising,"Nash, TX, United States"
1004772,JCP Building Envelope Consultants,,Current - Practising,"White Rock, BC, Canada"
1001564,JCSY Enterprises,Ingeniator Consulting,Current - Practising,"Vancouver, BC, Canada"
1003425,JD Structural Consulting Ltd,,Current - Practising,"Courtenay, BC, Canada"
1001427,JDS Energy & Mining Inc.,,Current - Practising,"Vancouver, BC, Canada"
1001272,JE Anderson and Associates,,Current - Practising,"Victoria, BC, Canada"
1002223,Jean Dupere Consultant inc.,,Cancelled – Not Renewed by Registrant,"Boischatel, QC, Canada"
1005136,Jean-Francois J.A. Chretien,J-F Chretien Consultant,Current - Practising,"Trois-Rivieres, QC, Canada"
1004231,Jean-Francois Reysset P. Eng.,,Cancelled – Not Renewed by Registrant,"Boisbriand, QC, Canada"
1004885,Jean-Philippe Morin Consultant Inc.,JPM Consultant Inc.,Current - Practising,"Longueuil, QC, Canada"
1001344,JECTH Consultants Inc.,,Cancelled – Not Renewed by Registrant,"Burnaby, BC, Canada"
1001179,Jeff Wilson,,Current - Practising,"VANCOUVER, BC, Canada"
1002334,Jeffrey Herman Heidema,New Horizons Geological Services,Cancelled – Not Renewed by Registrant,"Maple Ridge, BC, Canada"
1002425,Jeffrey M. Rice,,Cancelled – Not Renewed by Registrant,"Langley, WA, United States"
1001819,JEM Energy Ltd.,,Current - Practising,"Surrey, BC, Canada"
1002992,Jenike & Johanson Ltd.,,Current - Practising,"Mississauga, ON, Canada"
1001908,Jenmar Compressors Inc.,Jenmar Concepts,Current - Practising,"Langley, BC, Canada"
1002822,Jensen Hughes Consulting Canada Ltd.,,Current - Practising,
1001301,JEROL TECHNOLOGIES INC.,,Current - Practising,"AURORA, ON, Canada"
1001539,Jessica Anne Daniel,,Current - Practising,"Vancouver, BC, Canada"
1001371,Jetson Consulting Engineers Ltd.,,Current - Practising,"Castlegar, BC, Canada"
1002734,Jetstream Designs Inc.,,Current - Practising,"Vancouver, BC, Canada"
1004423,JF Richer Consulting,,Current - Practising,"Magog, QC, Canada"
1003763,JF Technical Solutions Inc.,JF Technical Solutions Inc.,Current - Practising,"Campbell River, BC, Canada"
1000296,JG-I Management Group Limited,,Current - Practising,"Edmonton, AB, Canada"
1003969,JH Engineering,,Cancelled – Not Renewed by Registrant,"NORTH VANCOUVER, BC, Canada"
